roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
marketing manager,Tcpl,Mumbai (All Areas),5-10 Yrs,CartonsMarketing OperationsFlexible PackagingVendor ManagementProject CoordinationPrintingProject ExecutionPrinting And Packaging,10-16 Lacs PA,Manufacturing & Production,5-10,5,10,10.0,16.0,True,13.0,4.0,2024-11-20,10.0,Mid,False,True
store manager,Dmart,Ahmedabad,9-14 Yrs,Team ManagementInventory ControlInventory ManagementProductionManagementStore managementStoresTeam,Not disclosed,Manufacturing & Production,9-14,9,14,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
store manager,Dmart,Delhi / NCR,9-14 Yrs,Team ManagementInventory ControlInventory ManagementProductionManagementStore managementStoresTeam,Not disclosed,Manufacturing & Production,9-14,9,14,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
store manager,Dmart,Mumbai (All Areas),9-14 Yrs,Team ManagementInventory ControlInventory ManagementProductionManagementStore managementStoresTeam,Not disclosed,Manufacturing & Production,9-14,9,14,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
logistics manager,Akzonobel,Kolkata,10-12 Yrs,TPMOutboundClaimsTalent acquisitionProject managementCustomer serviceWarehouse managementHSE,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Senior,False,False
logistics manager,Akzonobel,Mumbai,10-12 Yrs,TPMOutboundClaimsTalent acquisitionProject managementCustomer serviceWarehouse managementHSE,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Senior,False,False
logistics manager,Akzonobel,New Delhi,10-12 Yrs,TPMOutboundClaimsTalent acquisitionProject managementCustomer serviceWarehouse managementHSE,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Senior,False,False
logistics manager,Akzonobel,Hyderabad,10-12 Yrs,TPMOutboundClaimsTalent acquisitionProject managementCustomer serviceWarehouse managementHSE,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Senior,False,False
logistics manager,Akzonobel,Pune,10-12 Yrs,TPMOutboundClaimsTalent acquisitionProject managementCustomer serviceWarehouse managementHSE,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Senior,False,False
logistics manager,Akzonobel,Chennai,10-12 Yrs,TPMOutboundClaimsTalent acquisitionProject managementCustomer serviceWarehouse managementHSE,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Senior,False,False
logistics manager,Akzonobel,Bengaluru,10-12 Yrs,TPMOutboundClaimsTalent acquisitionProject managementCustomer serviceWarehouse managementHSE,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Senior,False,False
expert   informatica +redshift developer,Schneider Electric,Bengaluru,3-9 Yrs,Business processData modelingEnterprise architectureGTSInformaticaOracleBusiness intelligenceTroubleshooting,Not disclosed,Manufacturing & Production,3-9,3,9,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
accountant,Caterpillar Inc,Bengaluru,3-4 Yrs,CostingSAPFinancial analysisCMAAnalyticalCost reductionGAAPMS Office,Not disclosed,Manufacturing & Production,3-4,3,4,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
certification. & compliance. engineer,Volvo Penta,Bengaluru,3-6 Yrs,ComplianceNetworkingAnalyticalConstruction equipmentManager TechnologyProduct designMS OfficeContinuous improvement,Not disclosed,Manufacturing & Production,3-6,3,6,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
"senior manager, powertrain shop",Tata Motors,Kolkata,17-23 Yrs,PowertrainTranslationHead Business DevelopmentExcelMINMechanicalauto industryAuto,Not disclosed,Manufacturing & Production,17-23,17,23,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Senior,False,False
"senior manager, powertrain shop",Tata Motors,Mumbai,17-23 Yrs,PowertrainTranslationHead Business DevelopmentExcelMINMechanicalauto industryAuto,Not disclosed,Manufacturing & Production,17-23,17,23,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Senior,False,False
"senior manager, powertrain shop",Tata Motors,New Delhi,17-23 Yrs,PowertrainTranslationHead Business DevelopmentExcelMINMechanicalauto industryAuto,Not disclosed,Manufacturing & Production,17-23,17,23,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Senior,False,False
"senior manager, powertrain shop",Tata Motors,Hyderabad,17-23 Yrs,PowertrainTranslationHead Business DevelopmentExcelMINMechanicalauto industryAuto,Not disclosed,Manufacturing & Production,17-23,17,23,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Senior,False,False
"senior manager, powertrain shop",Tata Motors,Pune,17-23 Yrs,PowertrainTranslationHead Business DevelopmentExcelMINMechanicalauto industryAuto,Not disclosed,Manufacturing & Production,17-23,17,23,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Senior,False,False
"senior manager, powertrain shop",Tata Motors,Chennai,17-23 Yrs,PowertrainTranslationHead Business DevelopmentExcelMINMechanicalauto industryAuto,Not disclosed,Manufacturing & Production,17-23,17,23,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Senior,False,False
"senior manager, powertrain shop",Tata Motors,Bengaluru,17-23 Yrs,PowertrainTranslationHead Business DevelopmentExcelMINMechanicalauto industryAuto,Not disclosed,Manufacturing & Production,17-23,17,23,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Senior,False,False
assistant manager (purchase nuclear),Ksb Pumps Limited,Kolkata,6-8 Yrs,PrintingProcurementSupply chain managementCostingManufacturing processAnalyticalHRDTaxation,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager (purchase nuclear),Ksb Pumps Limited,Mumbai,6-8 Yrs,PrintingProcurementSupply chain managementCostingManufacturing processAnalyticalHRDTaxation,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager (purchase nuclear),Ksb Pumps Limited,New Delhi,6-8 Yrs,PrintingProcurementSupply chain managementCostingManufacturing processAnalyticalHRDTaxation,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager (purchase nuclear),Ksb Pumps Limited,Hyderabad,6-8 Yrs,PrintingProcurementSupply chain managementCostingManufacturing processAnalyticalHRDTaxation,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager (purchase nuclear),Ksb Pumps Limited,Pune,6-8 Yrs,PrintingProcurementSupply chain managementCostingManufacturing processAnalyticalHRDTaxation,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager (purchase nuclear),Ksb Pumps Limited,Chennai,6-8 Yrs,PrintingProcurementSupply chain managementCostingManufacturing processAnalyticalHRDTaxation,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
assistant manager (purchase nuclear),Ksb Pumps Limited,Bengaluru,6-8 Yrs,PrintingProcurementSupply chain managementCostingManufacturing processAnalyticalHRDTaxation,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
accountant 1,Caterpillar Inc,Bengaluru,3-4 Yrs,CostingSAPFinancial analysisCMAAnalyticalCost reductionGAAPMS Office,Not disclosed,Manufacturing & Production,3-4,3,4,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
electrical engineer,Schneider Electric,Bengaluru,0-8 Yrs,Electrical engineeringBasicAutomationInterpersonal skillsSwitchgearAutoCADMarket intelligenceManager Technology,Not disclosed,Manufacturing & Production,0-8,0,8,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Entry,False,False
process coach   scm,Ford,Kolkata,10-12 Yrs,bpomanagement skillscustomer servicepresentation skillsconvincing powerproblem solvingmarketingvoice process,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
process coach   scm,Ford,Mumbai,10-12 Yrs,bpomanagement skillscustomer servicepresentation skillsconvincing powerproblem solvingmarketingvoice process,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
process coach   scm,Ford,New Delhi,10-12 Yrs,bpomanagement skillscustomer servicepresentation skillsconvincing powerproblem solvingmarketingvoice process,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
process coach   scm,Ford,Hyderabad,10-12 Yrs,bpomanagement skillscustomer servicepresentation skillsconvincing powerproblem solvingmarketingvoice process,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
process coach   scm,Ford,Pune,10-12 Yrs,bpomanagement skillscustomer servicepresentation skillsconvincing powerproblem solvingmarketingvoice process,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
process coach   scm,Ford,Chennai,10-12 Yrs,bpomanagement skillscustomer servicepresentation skillsconvincing powerproblem solvingmarketingvoice process,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
process coach   scm,Ford,Bengaluru,10-12 Yrs,bpomanagement skillscustomer servicepresentation skillsconvincing powerproblem solvingmarketingvoice process,Not disclosed,Manufacturing & Production,10-12,10,12,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
pcba & product test senior engineer,Schneider Electric,Kolkata,10-15 Yrs,Equipment qualificationAutomation testingDFTProcess engineeringErgonomicsDesign reviewEthernetLabview,Not disclosed,Manufacturing & Production,10-15,10,15,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
pcba & product test senior engineer,Schneider Electric,Mumbai,10-15 Yrs,Equipment qualificationAutomation testingDFTProcess engineeringErgonomicsDesign reviewEthernetLabview,Not disclosed,Manufacturing & Production,10-15,10,15,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
pcba & product test senior engineer,Schneider Electric,New Delhi,10-15 Yrs,Equipment qualificationAutomation testingDFTProcess engineeringErgonomicsDesign reviewEthernetLabview,Not disclosed,Manufacturing & Production,10-15,10,15,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
pcba & product test senior engineer,Schneider Electric,Hyderabad,10-15 Yrs,Equipment qualificationAutomation testingDFTProcess engineeringErgonomicsDesign reviewEthernetLabview,Not disclosed,Manufacturing & Production,10-15,10,15,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
pcba & product test senior engineer,Schneider Electric,Pune,10-15 Yrs,Equipment qualificationAutomation testingDFTProcess engineeringErgonomicsDesign reviewEthernetLabview,Not disclosed,Manufacturing & Production,10-15,10,15,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
pcba & product test senior engineer,Schneider Electric,Chennai,10-15 Yrs,Equipment qualificationAutomation testingDFTProcess engineeringErgonomicsDesign reviewEthernetLabview,Not disclosed,Manufacturing & Production,10-15,10,15,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
pcba & product test senior engineer,Schneider Electric,Bengaluru,10-15 Yrs,Equipment qualificationAutomation testingDFTProcess engineeringErgonomicsDesign reviewEthernetLabview,Not disclosed,Manufacturing & Production,10-15,10,15,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Senior,False,False
automation engineer 2 emcs,Schneider Electric,Kolkata,2-6 Yrs,Computer scienceSubstationAutomationRTUCommunication protocolsNetwork designSwitchgearCustomer handling,Not disclosed,Manufacturing & Production,2-6,2,6,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Entry,False,False
automation engineer 2 emcs,Schneider Electric,Mumbai,2-6 Yrs,Computer scienceSubstationAutomationRTUCommunication protocolsNetwork designSwitchgearCustomer handling,Not disclosed,Manufacturing & Production,2-6,2,6,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Entry,False,False
automation engineer 2 emcs,Schneider Electric,New Delhi,2-6 Yrs,Computer scienceSubstationAutomationRTUCommunication protocolsNetwork designSwitchgearCustomer handling,Not disclosed,Manufacturing & Production,2-6,2,6,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Entry,False,False
automation engineer 2 emcs,Schneider Electric,Hyderabad,2-6 Yrs,Computer scienceSubstationAutomationRTUCommunication protocolsNetwork designSwitchgearCustomer handling,Not disclosed,Manufacturing & Production,2-6,2,6,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Entry,False,False
automation engineer 2 emcs,Schneider Electric,Pune,2-6 Yrs,Computer scienceSubstationAutomationRTUCommunication protocolsNetwork designSwitchgearCustomer handling,Not disclosed,Manufacturing & Production,2-6,2,6,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Entry,False,False
automation engineer 2 emcs,Schneider Electric,Chennai,2-6 Yrs,Computer scienceSubstationAutomationRTUCommunication protocolsNetwork designSwitchgearCustomer handling,Not disclosed,Manufacturing & Production,2-6,2,6,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Entry,False,False
automation engineer 2 emcs,Schneider Electric,Bengaluru,2-6 Yrs,Computer scienceSubstationAutomationRTUCommunication protocolsNetwork designSwitchgearCustomer handling,Not disclosed,Manufacturing & Production,2-6,2,6,0.0,0.0,False,0.0,3.0,2024-11-21,9.0,Entry,False,False
fcs   merchandiser,Ford,Kolkata,1-4 Yrs,ProcurementSTASupply chain managementQCHelpdeskResourcingForecastingCatering,Not disclosed,Manufacturing & Production,1-4,1,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
fcs   merchandiser,Ford,Mumbai,1-4 Yrs,ProcurementSTASupply chain managementQCHelpdeskResourcingForecastingCatering,Not disclosed,Manufacturing & Production,1-4,1,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
fcs   merchandiser,Ford,New Delhi,1-4 Yrs,ProcurementSTASupply chain managementQCHelpdeskResourcingForecastingCatering,Not disclosed,Manufacturing & Production,1-4,1,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
fcs   merchandiser,Ford,Hyderabad,1-4 Yrs,ProcurementSTASupply chain managementQCHelpdeskResourcingForecastingCatering,Not disclosed,Manufacturing & Production,1-4,1,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
fcs   merchandiser,Ford,Pune,1-4 Yrs,ProcurementSTASupply chain managementQCHelpdeskResourcingForecastingCatering,Not disclosed,Manufacturing & Production,1-4,1,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
fcs   merchandiser,Ford,Chennai,1-4 Yrs,ProcurementSTASupply chain managementQCHelpdeskResourcingForecastingCatering,Not disclosed,Manufacturing & Production,1-4,1,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
fcs   merchandiser,Ford,Bengaluru,1-4 Yrs,ProcurementSTASupply chain managementQCHelpdeskResourcingForecastingCatering,Not disclosed,Manufacturing & Production,1-4,1,4,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
recurring quality data analyst,Schneider Electric,Kolkata,3-7 Yrs,CTQData analysisTicketingESPData AnalystCustomer experienceCSATSLAS,Not disclosed,Manufacturing & Production,3-7,3,7,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
recurring quality data analyst,Schneider Electric,Mumbai,3-7 Yrs,CTQData analysisTicketingESPData AnalystCustomer experienceCSATSLAS,Not disclosed,Manufacturing & Production,3-7,3,7,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
recurring quality data analyst,Schneider Electric,New Delhi,3-7 Yrs,CTQData analysisTicketingESPData AnalystCustomer experienceCSATSLAS,Not disclosed,Manufacturing & Production,3-7,3,7,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
recurring quality data analyst,Schneider Electric,Hyderabad,3-7 Yrs,CTQData analysisTicketingESPData AnalystCustomer experienceCSATSLAS,Not disclosed,Manufacturing & Production,3-7,3,7,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
recurring quality data analyst,Schneider Electric,Pune,3-7 Yrs,CTQData analysisTicketingESPData AnalystCustomer experienceCSATSLAS,Not disclosed,Manufacturing & Production,3-7,3,7,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
recurring quality data analyst,Schneider Electric,Chennai,3-7 Yrs,CTQData analysisTicketingESPData AnalystCustomer experienceCSATSLAS,Not disclosed,Manufacturing & Production,3-7,3,7,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
recurring quality data analyst,Schneider Electric,Bengaluru,3-7 Yrs,CTQData analysisTicketingESPData AnalystCustomer experienceCSATSLAS,Not disclosed,Manufacturing & Production,3-7,3,7,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
services digital offer quality leader,Schneider Electric,Kolkata,2-8 Yrs,Product qualityAutomationChange managementData analysisSensorsAsset managementContinuous improvementRisk management,Not disclosed,Manufacturing & Production,2-8,2,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Entry,False,False
services digital offer quality leader,Schneider Electric,Mumbai,2-8 Yrs,Product qualityAutomationChange managementData analysisSensorsAsset managementContinuous improvementRisk management,Not disclosed,Manufacturing & Production,2-8,2,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Entry,False,False
services digital offer quality leader,Schneider Electric,New Delhi,2-8 Yrs,Product qualityAutomationChange managementData analysisSensorsAsset managementContinuous improvementRisk management,Not disclosed,Manufacturing & Production,2-8,2,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Entry,False,False
services digital offer quality leader,Schneider Electric,Hyderabad,2-8 Yrs,Product qualityAutomationChange managementData analysisSensorsAsset managementContinuous improvementRisk management,Not disclosed,Manufacturing & Production,2-8,2,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Entry,False,False
services digital offer quality leader,Schneider Electric,Pune,2-8 Yrs,Product qualityAutomationChange managementData analysisSensorsAsset managementContinuous improvementRisk management,Not disclosed,Manufacturing & Production,2-8,2,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Entry,False,False
services digital offer quality leader,Schneider Electric,Chennai,2-8 Yrs,Product qualityAutomationChange managementData analysisSensorsAsset managementContinuous improvementRisk management,Not disclosed,Manufacturing & Production,2-8,2,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Entry,False,False
services digital offer quality leader,Schneider Electric,Bengaluru,2-8 Yrs,Product qualityAutomationChange managementData analysisSensorsAsset managementContinuous improvementRisk management,Not disclosed,Manufacturing & Production,2-8,2,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Entry,False,False
senior manager ets,Schneider Electric,Kolkata,6-8 Yrs,TPMTQMAutomationSAPMaterial scienceFrenchAnalyticalTroubleshooting,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
senior manager ets,Schneider Electric,Mumbai,6-8 Yrs,TPMTQMAutomationSAPMaterial scienceFrenchAnalyticalTroubleshooting,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
senior manager ets,Schneider Electric,New Delhi,6-8 Yrs,TPMTQMAutomationSAPMaterial scienceFrenchAnalyticalTroubleshooting,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
senior manager ets,Schneider Electric,Hyderabad,6-8 Yrs,TPMTQMAutomationSAPMaterial scienceFrenchAnalyticalTroubleshooting,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
senior manager ets,Schneider Electric,Pune,6-8 Yrs,TPMTQMAutomationSAPMaterial scienceFrenchAnalyticalTroubleshooting,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
senior manager ets,Schneider Electric,Chennai,6-8 Yrs,TPMTQMAutomationSAPMaterial scienceFrenchAnalyticalTroubleshooting,Not disclosed,Manufacturing & Production,6-8,6,8,0.0,0.0,False,0.0,5.0,2024-11-19,11.0,Mid,False,False
